"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs61839660-<b>?</b>,"4 x 10-12",,NR,1.12,'-,[1.09-1.16],IL2RA,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,10:6052734
rs7705653-<b>?</b>,"2 x 10-20",,NR,1.14,'-,[1.11-1.17],SLC25A46,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,5:110807116
rs56267624-<b>?</b>,"2 x 10-8",,NR,1.14,'-,[1.09-1.2],RAD51B,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,14:68195642
rs115288876-<b>?</b>,"2 x 10-8",,NR,1.15,'-,[1.09-1.21],"NBPF18P, S100A11","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,1:152027641
rs76962799-<b>?</b>,"4 x 10-8",,NR,1.15,'-,[1.09-1.21],GTF3AP1,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,9:6187132
rs61816766-<b>?</b>,"3 x 10-11",,NR,1.21,'-,[1.14-1.28],FLG-AS1,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,1:152347096
rs9273374-<b>?</b>,"8 x 10-35",,NR,1.1904762,'-,'-,"HLA-DQA1, HLA-DQB1","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,6:32658837
rs72823641-<b>?</b>,"2 x 10-27",,NR,1.1235955,'-,'-,"IL1RL1, IL18R1","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,2:102319699
rs1241357-<b>?</b>,"1 x 10-14",,NR,1.098901,'-,'-,'-,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,8:56793197
rs6881270-<b>?</b>,"2 x 10-14",,NR,1.098901,'-,'-,IL7R,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,5:35878993
rs10414065-<b>?</b>,"3 x 10-10",,NR,1.098901,'-,'-,"SLC7A10, CEBPA","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,19:33230549
rs28393318-<b>?</b>,"2 x 10-19",,NR,1.0869565,'-,'-,TLR10,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,4:38782646
rs9911533-<b>?</b>,"1 x 10-15",,NR,1.0869565,'-,'-,"SMARCE1, CCR7","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,17:40619224
rs1059513-<b>?</b>,"8 x 10-13",,NR,1.0869565,'-,'-,STAT6,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,12:57095926
rs36045143-<b>?</b>,"2 x 10-21",,NR,1.0752687,'-,'-,CLEC16A,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,16:11131109
rs1837253-<b>?</b>,"4 x 10-21",,NR,1.0752687,'-,'-,TSLP,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,5:111066174
rs34290285-<b>?</b>,"5 x 10-17",,NR,1.0752687,'-,'-,D2HGDH,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,2:241759225
rs4916533-<b>?</b>,"2 x 10-8",,NR,1.0752687,'-,'-,"NRROS, PIGX","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,3:196646711
rs12743520-<b>?</b>,"4 x 10-8",,NR,1.0752687,'-,'-,EVI5,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,1:92571555
rs1017494-<b>?</b>,"2 x 10-16",,NR,1.0638298,'-,'-,LINC01173,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,2:234770601
rs1214598-<b>?</b>,"5 x 10-11",,NR,1.0526316,'-,'-,CD247,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,1:167457187
rs659529-<b>?</b>,"6 x 10-11",,NR,1.0526316,'-,'-,"LAYN, SIK2","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,11:111566171
rs3208007-<b>?</b>,"3 x 10-10",,NR,1.0526316,'-,'-,"RTEL1-TNFRSF6B, RTEL1","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,20:63690935
rs301805-<b>?</b>,"6 x 10-9",,NR,1.0416667,'-,'-,RERE,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,1:8420956
rs742230-<b>?</b>,"1 x 10-8",,NR,1.0416667,'-,'-,RUNX3,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,1:24924933
rs10876864-<b>?</b>,"1 x 10-13",,NR,1.05,'-,'-,"SUOX, IKZF4","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,12:56007301
rs56267605-<b>?</b>,"3 x 10-12",,NR,1.05,'-,'-,"ADAD1, IL2","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,4:122441954
rs6461503-<b>?</b>,"3 x 10-10",,NR,1.05,'-,'-,EEF1A1P27,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,7:20521373
rs10795656-<b>?</b>,"4 x 10-10",,NR,1.05,'-,'-,"CHCHD3P1, KRT8P37","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,10:8553876
rs8008961-<b>?</b>,"1 x 10-8",,NR,1.05,'-,'-,RAD51B,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,14:68285926
rs270636-<b>?</b>,"4 x 10-11",,NR,1.06,'-,'-,LINC02121,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,5:5074712
rs793607-<b>?</b>,"3 x 10-28",,NR,1.08,'-,'-,DUBR,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,3:107340876
rs276666-<b>?</b>,"8 x 10-11",,NR,1.08,'-,'-,FAM205C,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,9:34889447
rs2169282-<b>?</b>,"2 x 10-10",,NR,1.09,'-,'-,"UHRF2, TPD52L3","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,9:6350235
rs2136016-<b>?</b>,"2 x 10-9",,NR,1.09,'-,'-,RNU6-1213P,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,8:80388446
rs10074523-<b>?</b>,"2 x 10-10",,NR,1.1,'-,'-,KIF3A,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,5:132724891
rs2548992-<b>?</b>,"5 x 10-10",,NR,1.1,'-,'-,"IRF1-AS1, IRF1","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,5:132472976
rs869402-<b>?</b>,"4 x 10-17",,NR,1.12,'-,'-,GSDMB,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,17:39911790
rs61839660-<b>?</b>,"2 x 10-11",,NR,1.12,'-,'-,IL2RA,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,10:6052734
rs7705653-<b>?</b>,"1 x 10-19",,NR,1.14,'-,'-,SLC25A46,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,5:110807116
rs61816766-<b>?</b>,"5 x 10-12",,NR,1.14,'-,'-,FLG-AS1,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,1:152347096
rs61815704-<b>?</b>,"5 x 10-9",,NR,1.14,'-,'-,"IVL, LINC01527","Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,1:152921415
rs146668528-<b>?</b>,"5 x 10-12",,NR,1.1904762,'-,[1.12-1.25],HLA-DQA1,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,6:32630251
rs72823641-<b>?</b>,"4 x 10-24",,NR,1.1627907,'-,[1.14-1.2],"IL1RL1, IL18R1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,2:102319699
rs148906978-<b>?</b>,"1 x 10-16",,NR,1.1235955,'-,[1.09-1.15],"TLR6, TLR1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,4:38852748
rs4833093-<b>?</b>,"7 x 10-20",,NR,1.1235955,'-,[1.1-1.16],"TLR10, TLR1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,4:38788119
rs10414065-<b>?</b>,"3 x 10-8",,NR,1.1235955,'-,[1.08-1.18],"SLC7A10, CEBPA","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,19:33230549
rs12413578-<b>?</b>,"5 x 10-10",,NR,1.1111112,'-,[1.08-1.15],LINC02676,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,10:9007290
rs3024971-<b>?</b>,"1 x 10-9",,NR,1.1111112,'-,[1.08-1.15],STAT6,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,12:57099944
rs34290285-<b>?</b>,"2 x 10-15",,NR,1.098901,'-,[1.08-1.12],D2HGDH,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,2:241759225
rs10174949-<b>?</b>,"6 x 10-16",,NR,1.098901,'-,[1.08-1.12],LINC00299,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,2:8302118
rs1438673-<b>?</b>,"5 x 10-20",,NR,1.098901,'-,[1.08-1.12],"WDR36, RPS3AP21","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,5:111131801
rs6881270-<b>?</b>,"3 x 10-15",,NR,1.098901,'-,[1.08-1.12],IL7R,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,5:35878993
rs9911533-<b>?</b>,"2 x 10-16",,NR,1.0869565,'-,[1.06-1.11],"SMARCE1, CCR7","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,17:40619224
rs12743520-<b>?</b>,"7 x 10-9",,NR,1.0752687,'-,[1.04-1.1],EVI5,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,1:92571555
rs659529-<b>?</b>,"1 x 10-10",,NR,1.0752687,'-,[1.05-1.1],"LAYN, SIK2","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,11:111566171
rs3208007-<b>?</b>,"3 x 10-8",,NR,1.0752687,'-,[1.04-1.1],"RTEL1-TNFRSF6B, RTEL1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,20:63690935
rs742230-<b>?</b>,"1 x 10-8",,NR,1.0638298,'-,[1.04-1.09],RUNX3,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,1:24924933
rs1214598-<b>?</b>,"5 x 10-10",,NR,1.0638298,'-,[1.04-1.09],CD247,"Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,1:167457187
rs10008032-<b>?</b>,"2 x 10-10",,NR,1.0638298,'-,[1.04-1.09],"KLF3, RNA5SP158","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,4:38743861
rs1409123-<b>?</b>,"2 x 10-10",,NR,1.0638298,'-,[1.04-1.09],"KRT8P37, CHCHD3P1","Allergic disease (asthma, hay fever or eczema)","allergy, asthma",'-,GCST007563,10:8540354
rs56062135-<b>?</b>,"2 x 10-22",,NR,1.16,'-,'-,SMAD3,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,15:67163292
rs9775039-<b>?</b>,"4 x 10-22",,NR,1.18,'-,'-,GTF3AP1,"Asthma or allergic disease (pleiotropy)","allergy, asthma",'-,GCST007564,9:6177453
rs2025758-<b>?</b>,"5 x 10-18",,NR,'-,'-,'-,LINC02676,"Asthma and attention deficit hyperactivity disorder","attention deficit hyperactivity disorder, asthma",'-,GCST008919,10:8799706
rs7094182-<b>?</b>,"5 x 10-12",,NR,'-,'-,'-,KRT8P37,"Asthma and attention deficit hyperactivity disorder","attention deficit hyperactivity disorder, asthma",'-,GCST008919,10:8484656
rs325485-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,'-,"Asthma and attention deficit hyperactivity disorder","attention deficit hyperactivity disorder, asthma",'-,GCST008919,5:104659667
rs227283-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,MANBA,"Asthma and attention deficit hyperactivity disorder","attention deficit hyperactivity disorder, asthma",'-,GCST008919,4:102686096
rs3117006-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,HLA-DPB2,"Asthma and attention deficit hyperactivity disorder","attention deficit hyperactivity disorder, asthma",'-,GCST008919,6:33128931
rs6736411-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,WDPCP,"Asthma and attention deficit hyperactivity disorder","attention deficit hyperactivity disorder, asthma",'-,GCST008919,2:63446926
rs71565398-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,ITPR3,"Asthma and attention deficit hyperactivity disorder","attention deficit hyperactivity disorder, asthma",'-,GCST008919,6:33633953
rs1709393-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,LINC02085,"Asthma and anxiety disorder","anxiety disorder, asthma",'-,GCST008920,3:101980310
rs2855812-<b>?</b>,"2 x 10-16",,NR,'-,'-,'-,MICB,"Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,6:31504943
rs2854275-<b>?</b>,"3 x 10-13",,NR,'-,'-,'-,"HLA-DQB1-AS1, HLA-DQB1","Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,6:32660651
rs396755-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,RNU6-334P,"Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,5:104686538
rs150814685-<b>?</b>,"2 x 10-11",,NR,'-,'-,'-,"RPSAP2, LINC00533","Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,6:28728995
rs149702363-<b>?</b>,"4 x 10-10",,NR,'-,'-,'-,"OR2U1P, OR2G1P","Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,6:29257248
rs493161-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,"H4C13, H3C12","Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,6:27882936
rs301817-<b>?</b>,"3 x 10-9",,NR,'-,'-,'-,RERE,"Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,1:8443319
rs148696809-<b>?</b>,"5 x 10-9",,NR,'-,'-,'-,"LINC01556, KRT18P1","Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,6:28966575
rs147121091-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,POM121L2,"Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,6:27303811
rs10789340-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,'-,"Asthma and major depressive disorder","unipolar depression, asthma",'-,GCST008921,1:72474590
rs11137048-<b>?</b>,"3 x 10-7",,NR,'-,'-,'-,MCPH1-AS1,"Asthma x air pollution interaction (2df)","asthma, traffic air pollution measurement",'-,GCST009435,8:6668487
rs6866110-<b>?</b>,"3 x 10-7",,NR,'-,'-,'-,"ARHGEF37, U3","Asthma x air pollution interaction (2df)","asthma, traffic air pollution measurement",'-,GCST009435,5:149646839
rs62227671-<b>?</b>,"6 x 10-9",,NR,'-,'-,'-,PARVB,"Asthma x air pollution interaction (2df)","asthma, traffic air pollution measurement",'-,GCST009435,22:44111992
rs6122625-<b>?</b>,"6 x 10-8",,NR,'-,'-,'-,"SRMP1, RNU7-173P","Asthma x air pollution interaction (2df)","asthma, traffic air pollution measurement",'-,GCST009435,20:47844694
rs57504074-<b>?</b>,"3 x 10-7",,NR,'-,'-,'-,TMEM163,"Asthma x air pollution interaction (2df)","asthma, traffic air pollution measurement",'-,GCST009435,2:134489652
rs4672623-<b>?</b>,"9 x 10-9",,NR,'-,'-,'-,ERBB4,"Asthma x Hispanic interaction (2df)","Hispanic or Latin American, asthma",'-,GCST009434,2:211721479
rs10955770-<b>?</b>,"8 x 10-8",,NR,'-,'-,'-,LINC00536,"Asthma x Hispanic interaction (2df)","Hispanic or Latin American, asthma",'-,GCST009434,8:116297663
rs70620-<b>?</b>,"2 x 10-7",,NR,'-,'-,'-,CFH,"Asthma x Hispanic interaction (2df)","Hispanic or Latin American, asthma",'-,GCST009434,1:196735867
rs12664685-<b>?</b>,"2 x 10-7",,NR,'-,'-,'-,LINC01277,"Asthma x Hispanic interaction (2df)","Hispanic or Latin American, asthma",'-,GCST009434,6:143037932
rs5758324-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,TEF,"Asthma (time to event)","age at diagnosis, asthma",'-,GCST010769,22:41391946
rs2844649-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,"MUCL3, SFTA2","Asthma (time to event)","age at diagnosis, asthma",'-,GCST010769,6:30936495
rs6835638-<b>?</b>,"2 x 10-7",,NR,'-,'-,'-,IL21-AS1,"Asthma (time to event)","age at diagnosis, asthma",'-,GCST010769,4:122680257
rs9273373-<b>G</b>,"4 x 10-14",,0.54,1.24,'-,[1.17-1.30],"HLA-DQA1, HLA-DQB1","Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,6:32658824
rs4833095-<b>T</b>,"5 x 10-12",,0.74,1.2,'-,[1.14-1.26],TLR1,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,4:38798089
rs1438673-<b>C</b>,"3 x 10-11",,0.49,1.16,'-,[1.11-1.21],"WDR36, RPS3AP21","Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,5:111131801
rs10197862-<b>A</b>,"4 x 10-11",,0.85,1.24,'-,[1.16-1.32],"IL18R1, IL1RL1","Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,2:102350089
rs7212938-<b>G</b>,"4 x 10-10",,0.46,1.16,'-,[1.11-1.20],GSDMA,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,17:39966427
rs1837253-<b>C</b>,"1 x 10-9",,0.71,1.17,'-,[1.12-1.24],TSLP,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,5:111066174
rs72699186-<b>T</b>,"2 x 10-9",,0.15,1.26,'-,[1.16-1.35],GTF3AP1,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,9:6175855
rs17294280-<b>G</b>,"4 x 10-9",,0.23,1.18,'-,[1.11-1.25],SMAD3,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,15:67175947
rs7009110-<b>T</b>,"4 x 10-9",,0.36,1.14,'-,[1.09-1.19],"RNU6-1213P, MYOM2","Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,8:80379644
rs62026376-<b>C</b>,"1 x 10-8",,0.72,1.17,'-,[1.11-1.24],CLEC16A,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,16:11134855
rs3853750-<b>C</b>,"2 x 10-7",,'-,1.1533,'-,[1.1-1.21],"SNX24, SLC25A46","Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,5:110818610
rs11049300-<b>G</b>,"3 x 10-7",,'-,1.4144,'-,[1.28-1.55],"PTHLH, CCDC91","Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,12:28042192
rs12450323-<b>T</b>,"4 x 10-7",,'-,1.16,'-,[1.1-1.22],IKZF3,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,17:39816455
rs6982751-<b>G</b>,"4 x 10-7",,'-,1.1878,'-,[1.12-1.25],XKR6,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,8:10955964
rs41295115-<b>C</b>,"5 x 10-7",,'-,1.2769,'-,[1.18-1.37],"RBM17, RPL32P23","Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,10:6082658
rs72766477-<b>A</b>,"5 x 10-7",,'-,1.3402,'-,[1.23-1.45],'-,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,5:84611411
rs76043829-<b>A</b>,"6 x 10-7",,'-,1.2133,'-,[1.14-1.29],TNS1,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,2:217812863
rs7521681-<b>A</b>,"7 x 10-7",,'-,1.1491,'-,[1.09-1.2],VAV3,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,1:107779913
rs6517368-<b>C</b>,"2 x 10-6",,'-,1.1201,'-,[1.07-1.17],"SIM2, CLDN14","Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,21:36635645
rs17605016-<b>G</b>,"2 x 10-6",,'-,1.1878,'-,[1.12-1.26],TAFA2,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,12:61856639
rs343496-<b>T</b>,"2 x 10-6",,'-,1.1351,'-,[1.08-1.19],RANBP6,"Asthma and hay fever","seasonal allergic rhinitis, asthma",'-,GCST002322,9:6068077
rs2544523-<b>T</b>,"1 x 10-6",,'-,1.07,'-,[NR],"LINC01804, RNU5E-7P","Asthma or chronic obstructive pulmonary disease","chronic obstructive pulmonary disease, asthma",'-,GCST002519,2:15780199
rs10043228-<b>T</b>,"4 x 10-6",,'-,1.32,'-,[NR],COMMD10,"Asthma or chronic obstructive pulmonary disease","chronic obstructive pulmonary disease, asthma",'-,GCST002519,5:116261351
rs9534578-<b>?</b>,"2 x 10-7",,'-,1.06,'-,[NR],GNG5P5,"Asthma or chronic obstructive pulmonary disease","chronic obstructive pulmonary disease, asthma",'-,GCST002519,13:47269242
rs75646498-<b>A</b>,"8 x 10-7",,0.03,4,'-,[2.21-7.22],"TUBBP8, FAM189A1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:29584445
rs79252495-<b>A</b>,"6 x 10-8",,0.032,4.25,'-,[2.42-7.48],"GABRB3, LINC02248","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:26476869
rs7588010-<b>A</b>,"4 x 10-9",,0.357,2.72,'-,[1.93-3.84],TACR1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:75246790
rs76096589-<b>A</b>,"7 x 10-6",,0.01,5.83,'-,[2.45-13.86],NIN,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,14:50797408
rs76247873-<b>A</b>,"5 x 10-6",,0.039,3.37,'-,[1.94-5.85],LRP1B,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:140833839
rs76314368-<b>A</b>,"3 x 10-7",,0.022,4.67,'-,[2.46-8.88],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:117157137
rs76506302-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],FTCDNL1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:199807180
rs76582905-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"TMEM132D, LINC02418","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:129982086
rs9356171-<b>?</b>,"7 x 10-6",,0.5466,2.3255813,'-,[1.59-3.33],RN7SL366P,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:163922743
rs76684306-<b>G</b>,"1 x 10-7",,0.011,6.56,'-,[2.97-14.49],"FBXL7, CTD-2350J17.1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:15616567
rs9367895-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"MYLIP, MDH1P2","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:16110152
rs76833157-<b>C</b>,"1 x 10-6",,0.008,6.67,'-,[2.75-16.17],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:163945275
rs9589866-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],LINC00430,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,13:87022817
rs7693389-<b>G</b>,"7 x 10-6",,0.084,2.66,'-,[1.71-4.14],BEND4,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:57598187
rs9949526-<b>A</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],"CTDP1, NFATC1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,18:79614321
rs7720886-<b>G</b>,"2 x 10-6",,0.075,2.87,'-,[1.83-4.5],"NREP, STARD4-AS1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:111735928
rs4736655-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"ST13P6, RPL32P20","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,8:133337863
rs7733624-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],RAB9BP1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:105131414
rs74380195-<b>G</b>,"1 x 10-9",,0.05,4.02,'-,[2.49-6.48],"MMP13, DCUN1D5","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:103016500
rs77885874-<b>G</b>,"7 x 10-6",,0.005,7.7,'-,[2.7-21.93],"GRAMD2B, ALDH7A1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:126512664
rs7819937-<b>?</b>,"3 x 10-6",,0.58129,2.5,'-,[1.69-3.7],CSMD1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,8:3261257
rs78788148-<b>A</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],"UBA52P9, LINC01908","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,18:27286085
rs74935252-<b>A</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],CMYA5,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:79733488
rs74964132-<b>G</b>,"5 x 10-6",,0.007,6.76,'-,[2.62-17.44],TMEM131L,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:153557590
rs7534485-<b>G</b>,"8 x 10-6",,0.464,2.2,'-,[1.55-3.13],"DPT, LINC00626","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,1:168751383
rs75515191-<b>C</b>,"2 x 10-6",,0.002,15.21,'-,[3.37-68.63],"LINC00635, LINC00636","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,3:107844030
rs7551641-<b>C</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"HSD3BP1, GAPDHP58","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,1:119475304
rs10828735-<b>A</b>,"5 x 10-6",,0.007,6.76,'-,[2.62-17.44],PRTFDC1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:24951155
rs12143327-<b>A</b>,"5 x 10-8",,0.081,3.14,'-,[2.05-4.83],LINC01750,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,1:112068273
rs12248541-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],SH3PXD2A,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:103630585
rs2646928-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],CCDC167,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:37487051
